Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
UTZ,utz,9,1,2,1,1,824265,NL-KVK-34159275,1,NL-KVK-34159275,1,1
University of Amsterdam,uva_org,13,0,2,2,0,125576,NL-KVK-34370207,1,NL-KVK-34370207,2,1;null
Union des Villes et Communes de Wallonie (UVCW),uvcw,6,1,2,1,1,189023,BE-BCE_KBO-0451461655,1,BE-BCE_KBO-0451461655,2,1;2
Unie van Waterschappen,uvw,19,0,1,1,0,82944,NL-KVK-40407706,1,NL-KVK-40407706,1,1
"The University of the West of England, Bristol",uwe,1,0,1,1,0,2728,GB-UKPRN-10007164,1,GB-UKPRN-10007164,1,1
UWEZO Youth Empowerment,uwezo_youth_empowerment,2,0,1,1,0,11312,RW-RGB-101-RGB-NGO-2014,1,RW-RGB-101-RGB-NGO-2014,1,1
Vision Aid Overseas,vao,1,1,2,1,1,13452,GB-CHC-1081695,1,GB-CHC-1081695,1,1
Varkey Foundation,varkeyfoundation,39,1,3,2,1,112924,GB-CHC-1145119,1,GB-CHC-1145119,1,1
VEI (Vitens-Evides International),vei_nl,29,0,1,1,0,230809,NL-KVK-08134161,1,NL-KVK-08134161,1,1
Vision for a Nation Foundation,vfan,1,1,2,1,1,8599,GB-CHC-1140123,1,GB-CHC-1140123,1,1
VisionFund International,vfi,1,1,2,1,1,4078,US-EIN-22-3900800,1,US-EIN-22-3900800,1,1
Voluntary Health Association of India,vhai-org,1,0,1,1,0,40939,IN-MHA-231650063,1,IN-MHA-231650063,1,null
VIA Don Bosco,via-db,14,1,2,1,1,222277,BE-BCE_KBO-0413119733,1,BE-BCE_KBO-0413119733,2,1;2
Village Enterprise,villageenterprise,2,1,2,1,1,20575,US-EIN-22-2852248,2,US-EIN-22-2852248;US-EIN-222852248,1,1
Village Water Ltd,villagewater,1,1,2,1,1,16173,GB-CHC-1117377,1,GB-CHC-1117377,1,1
Viva,viva,1,1,2,1,1,24676,GB-CHC-1053389,1,GB-CHC-1053389,1,1
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),vlir-uos,26,1,2,1,1,1141762,BE-BCE_KBO-0418766123,1,BE-BCE_KBO-0418766123,2,1;2
VNG International,vngi,21,1,2,1,1,622605,NL-KVK-27195046,1,NL-KVK-27195046,3,1;2;null
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,vsfbelgium,10,1,2,1,1,178891,BE-BCE_KBO-0442168263,1,BE-BCE_KBO-0442168263,2,1;2
Voluntary Service Overseas (VSO),vso,47,1,4,3,1,510841,GB-CHC-313757,1,GB-CHC-313757,2,1;null
Stichting VSO Nederland,vso_nl,7,1,2,1,1,309334,NL-KVK-41155934,1,NL-KVK-41155934,1,null
VVOB Education for Development,vvob,16,1,2,1,1,159814,BE-BCE_KBO-0423616717,1,BE-BCE_KBO-0423616717,2,1;2
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,15,1,2,1,1,239099,BE-BCE_KBO-0451857573,1,BE-BCE_KBO-0451857573,2,1;2
Stichting Woord en Daad,w-d,16,1,2,1,1,740348,NL-KVK-41118168,1,NL-KVK-41118168,1,null
Water for People,w4p,26,1,10,9,1,60001,US-EIN-84-1166148,1,US-EIN-84-1166148,1,1
Women's Refugee Commission,w_r_c,6,1,2,1,1,68009,US-EIN-463668128,2,US-EIN-46-3668128;US-EIN-463668128,1,1
World Association for Christian Communication (UK),wacc-uk,1,0,1,1,0,14635,GB-COH-2082273,1,GB-COH-2082273,1,1
Women's Action Group,wag-1983,1,0,1,1,0,4262,ZW-ROD-MA988/87,1,ZW-ROD-MA988-87,1,1
Wageningen University & Research - Stichting Wageningen Research,wageningen_ur,14,1,2,1,1,394076,NL-KVK-09098104,1,NL-KVK-09098104,1,2
WASH Alliance International,wai,9,1,2,1,1,93909,XI-IATI-WAI,1,XI-IATI-WAI,2,1;2
Wala Ltd,walaltd,1,0,1,1,0,9780,MW-RG-1011251,1,MW-RG-1011251,1,1
West Africa Network for Peacebuilding,wanep,1,1,2,1,1,6644,GH-DSW-1334,1,GH-RGD-GH-DSW-1334,1,1
War Child Holland,warchildholland,412,9,2,1,1,3211216,NL-KVK-41215393,1,NL-KVK-41215393,2,1;2
War on Want,waronwant,4,1,3,2,1,45956,GB-CHC-208724,1,GB-CHC-208724,1,null
WASTE advisers on urban environment and development,waste,4,1,3,2,1,114804,NL-KVK-41172933,1,NL-KVK-41172933,2,1;null
WasteAid UK,wasteaid,6,1,2,1,1,212664,GB-CHC-1160263,1,GB-CHC-1160263,1,1
Water Witness International,water-witness-international,6,0,1,1,0,30004,GB-COH-353570,1,GB-COH-353570,1,1
WaterAid,wateraid,488,1,28,27,1,22915384,GB-CHC-288701,1,GB-CHC-288701,3,1;3;4
Water Works,waterworks,1,1,2,1,1,16636,GB-CHC-1158206,1,GB-CHC-1158206,1,1
Wayamo Foundation,wayamo,1,0,1,1,0,25067,DE-CR-RA000217-HRB157125B,1,DE-CR-RA000217-HRB157125B,1,1
World Benchmarking Alliance Foundation,wba,11,1,2,1,1,39762,NL-KVK-53744993,1,NL-KVK-53744993,1,1
World Bank Trust Funds,wbtf,995,0,283,283,0,17566097,XI-IATI-WBTF,1,XI-IATI-WBTF,2,01;02
War Child Canada,wcc,1,0,1,1,0,8311,CA-CRA_ACR-872374426,1,CA-CRA_ACR-872374426,1,1
World Child Cancer UK,wccuk,6,1,2,1,1,68286,GB-CHC-1084729,1,GB-CHC-1084729,1,1
Women and Children First (UK),wcf,2,1,2,1,1,48756,GB-CHC-1085096,1,GB-CHC-1085096,1,1
Welsh Centre for International Affairs,wcia,1,0,1,1,0,8862,GB-CHC-1156822,1,GB-CHC-1156822,1,1
Wildlife Conservation Society,wcs,2,1,2,1,1,12851,US-EIN-13-1740011,1,US-EIN-13-1740011,1,1
Women Challenged to Challenge,wctc,1,1,2,1,1,15858,KE-NCB-WDCBO542010192,1,KE-NCB-WDCBO542010192,1,1
War Child UK,wcuk,105,0,1,1,0,378507,GB-CHC-1071659,2,GB-CHC-1071659;null,1,1
Women Engage for a Common Future,wecf,15,0,1,1,0,117082,NL-KVK-41186799,1,NL-KVK-41186799,1,1
Women's Environment & Development Organization,wedo,1,2,2,1,1,171814,US-EIN-52-1238773,1,US-EIN-52-1238773,1,1
We Effect,weeffect,198,0,1,1,0,1174117,SE-ON-802004-1524,1,SE-ON-802004-1524,1,null
World Economic Forum Geneva,weforum_geneva,2,0,1,1,0,6175,CH-FDJP-66004229946,1,XI-PB-CH-6600422994-6,1,1
World Education Inc.,wei,1,0,1,1,0,134651,US-EIN-13-1804349,1,US-EIN-131-804-349,1,1
Welbodi Partnership,welbodipartnership,2,1,2,1,1,180143,GB-CHC-1125217,1,GB-CHC-1125217,1,1
Wellfound,wellfound,3,1,2,1,1,46730,GB-CHC-1110434,1,GB-CHC-1110434,1,1
Wemos Foundation,wemos,11,1,3,2,1,503407,NL-KVK-41201644,1,NL-KVK-41201644,2,1;null
Women Environmental Programme,wep,17,1,2,1,1,163176,NG-CAC-495140,1,NG-CAC-495140,1,1
Women's Fund Asia,wf-asia,10,1,2,1,1,159764,LK-DRC-GA139,1,LK-DRC-GA139,2,1;2
Stichting Wings For Aid Foundation,wfaf,1,0,1,1,0,11510,NL-KVK-64680029,1,NL-KVK-64680029,1,1
Westminster Foundation for Democracy,wfd,22,1,2,1,1,35410,GB-COH-02693163,1,GB-COH-02693163,1,1
Water Finance Facility,wff,2,1,3,2,1,29296,NL-KVK-60633468,1,NL-KVK-60633468,1,1
World Federalist Movement - Institute for Global Policy,wfm-igp,1,0,1,1,0,117254,NL-KVK-41153698,1,NL-KVK-41153698,1,1
United Nations World Food Programme (WFP),wfp,1469,1,8,7,1,58680432,XM-DAC-41140,1,XM-DAC-41140,1,null
Women for Women International (UK),wfwiuk,6,0,1,1,0,315626,GB-CHC-1115109,1,GB-CHC-1115109,1,1
Women's Global Network on Reproductive Rights,wgnrr_iati,1,0,1,1,0,139807,PH-SEC-FN200806591,1,PH-SEC-FN200806591,1,null
Welthungerhilfe,whh,32,1,2,1,1,119487,DE-CR-RA000220-VR3810,1,DE-CR-RA000220-VR3810,1,1
World Health Organization (WHO),who,20896,1,184,183,1,297049635,XM-DAC-928,1,XM-DAC-928,1,null
Worldwide Hospice Palliative Care Alliance,whpca,1,0,1,1,0,39303,GB-COH-06735120,1,GB-COH-06735120,1,1
World Horse Welfare,whw2019,1,1,2,1,1,7436,GB-CHC-206658,1,GB-CHC-206658,1,1
Wetlands International,wi,48,1,3,2,1,1175655,NL-KVK-9099028,1,NL-KVK-9099028,1,null
WILPF,wilpf_22,0,0,0,0,0,0,CH-FDJP-CHE10092705,0,,0,
Water Integrity Network Association,win,12,1,2,1,1,38873,DE-CR-VR32914,1,DE-CR-VR32914,2,1;2
Women's International Peace Centre,wipc,1,0,1,1,0,7041,UG-NGO-2292,1,UG-NGB-2292,1,1
World Jewish Relief,wjr_001,9,1,2,1,1,64587,GB-CHC-290767,1,GB-CHC-290767,1,1
Water & Land Resource Center - Addis Ababa University,wlrc_aau,1,0,1,1,0,37492,XI-GRID-grid.473464.6,1,XI-GRID-grid.473464.6,1,1
WNF Wereld Natuur Fonds,wnf,14,0,1,1,0,285552,NL-KVK-41177588,1,NL-KVK-41177588,1,1
"WO=MEN, Dutch Gender Platform",wo-men,12,0,1,1,0,238752,NL-KVK-27293385,1,NL-KVK-27293385,1,1
Wolayita Development Association,woda_0486,1,1,2,1,1,33134,ET-CSA-0486,1,ET-CSA-0486,1,1
Womankind Worldwide,womankindworld,30,1,2,1,1,305912,GB-CHC-328206,1,GB-CHC-328206,1,0
World Young Women's Christian Association,world_ywca,5,0,1,1,0,77333,CH-660-0294975-4,1,CH-RDC-CHE-106.756.410.,1,1
The World Bank,worldbank,3734,1,145,144,1,545024493,44000,1,44000,1,1
World Economic Forum,worldeconomicforum,5,1,2,1,1,45545,US-EIN-203908371,2,CH-FDJP-107.856.445;US-EIN-20-3908371,1,1
World Vegetable Center,worldveg,8,1,2,1,1,131823,XM-DAC-47008,1,XM-DAC-47008,1,1
World Waternet,worldwaternet,13,0,1,1,0,146269,NL-KVK-34271281,1,NL-KVK-34271281,1,1
War on Want NI,wowni,1,1,2,1,1,53704,GB-COH-NI011322,1,GB-COH-NI011322,1,1
Women Peacemakers Program,wpp,1,0,1,1,0,20440,NL-KVK-56083459,1,NL-KVK-56083459,1,1
World Resources Institute,wri,10,1,4,3,1,1495786,US-EIN-521257057,1,US-EIN-521257057,1,1
Wereldsolidariteit-Solidarité Mondiale (WSM),wsm,9,1,2,1,1,176995,BE-BCE_KBO-0413986102,1,BE-BCE_KBO-0413986102,2,1;2
Water & Sanitation for the Urban Poor (WSUP),wsup,1,1,2,1,1,13619,GB-COH-5419428,1,GB-COH-5419428,1,1
Windle Trust Kenya,wtk,1,0,1,1,0,3737,KE-NCB-OP/218/051/915/65,1,KE-NCB-OP/218/051/915/65,1,1
World University Service of Canada,wusc,2,1,2,1,1,144168,CA-CRA_ARC-119304848,1,CA-CRA_ARC-119304848,1,1
World Vision Democratic Republic of Congo,wv_cd,11,1,2,1,1,85836,XI-IATI-WVDRC,1,XI-IATI-WVDRC,1,null
World Vision Central African Republic,wv_cf,2,1,2,1,1,20255,XM-OCHA-7482,1,XM-OCHA-7482,1,null
World Vision Germany,wv_de,134,1,2,1,1,476996,DE-CR-RA000209-VR1207,2,DE-CR-RA000209-VR1207;US-EIN-95-3202116,1,null
World Vision Ethiopia,wv_et_activities,3,1,2,1,1,22986,ET-CSA-0784,1,ET-CSA-0784,1,null
World Vision International,wvi,0,2,2,0,2,3450,US-EIN-95-3202116,1,US-EIN-95-3202116,0,
World Vision Netherlands,wvnld,55,1,2,1,1,882823,NL-KVK-41179943,1,NL-KVK-41179943,1,1
World Vision UK,wvuk,184,1,3,2,1,1052571,GB-CHC-285908,2,GB-CHC-285908;null,2,1;null
World Vision Zimbabwe,wvz-gec,4,0,1,1,0,43508,ZW-PVO-26/79,1,ZW-PVO-26/79,1,1
We World - GVC Onlus,ww-gvc,4,0,1,1,0,27819,IT-RI-97241280151,1,IT-RI-97241280151,1,1
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,6,1,2,1,1,107288,BE-BCE_KBO-0408656248,1,BE-BCE_KBO-0408656248,2,1;2
World Wide Fund for Nature - Kenya,wwf-kenya,2,1,2,1,1,25809,KE-NCB-OP2180511619410357,1,KE-NCB-OP2180511619410357,1,1
WWF Paraguay,wwf-py,1,1,2,1,1,2921,PY-RUC-80025907-6,1,PY-RUC-80025907-6,1,1
WWF Sweden,wwf-se,24,0,1,1,0,217002,SE-ON-802005-9823,1,SE-ON-802005-9823,1,null
WWF-UK,wwf-uk,402,1,20,19,1,509107,GB-CHC-1081247,3,GB-CHC-1081247;GB-COH-1081247    ;GB-COH-4016725,2,2;null
WWF Indonesia,wwf_id,1,1,2,1,1,4553,ID-DJP-018321174017000,1,ID-DJP-018321174017000,1,1
WWF-BRASIL,wwfbr,1,1,2,1,1,4563,BR-CNPJ-26990192000114,1,BR-CNPJ-26990192000114,1,1
World Wide Fund for Nature Denmark,wwfdk,16,1,2,1,1,62977,DK-CVR-40781218,1,DK-CVR-40781218,1,1
WWF TUNISIA,wwfna,1,1,2,1,1,4134,TN-RNE-1540791FPN000,1,TN-RNE-1540791FPN000,1,1
World Wide Fund for Nature - Pakistan,wwfpakistan,2,1,2,1,1,8257,21-PK-WWF,1,21-PK-WWF,1,1
World Wide Fund for Nature Zambia,wwfzambia,1,0,1,1,0,20428,ZM-PCR-10102712014,1,ZM-PCR-10102712014,1,1
Win Win Strategies,wws,8,1,2,1,1,42736,NL-KVK-66926262,1,NL-KVK-66926262,1,1
WYG International B.V.,wygi,14,1,2,1,1,303634,NL-KVK-06702132,1,NL-KVK-06702132,1,1
Young Africa International HUB,yai-hub,2,0,1,1,0,59552,ZW-ROD-MA0000405/2015,1,ZW-ROD-MA0000405/2015,1,1
Youth Business International,ybi,1,0,1,1,0,15813,GB-CHC-1123946,1,GB-CHC-1123946,1,1
Y Care International,ycare,6,1,2,1,1,245317,GB-CHC-1109789,1,GB-CHC-1109789,1,1
Yamaan Foundation for Health and Social Development,yffhsd,3,1,2,1,1,57564,YE-MSAL-80/295,1,YE-MSAL-80/295,1,1
Young Innovations Pvt. Ltd,yipl,6,1,3,2,1,393129,NP-CRO-45995/063/064,1,NP-CRO-45995-063-064,1,1
Youth Development Labs Inc,ylabs,1,0,1,1,0,2818,US-EIN-81-2339233,1,US-EIN-81-2339233,1,1
Youth Net and Counselling - YONECO,yoneco1997,1,1,2,1,1,46038,MW-CNM-C076-1999,1,MW-CNM-C076-1999,1,1
YWCA Palestine,ywca,1,1,2,1,1,15641,PS-MOI-QR-1420-C,1,PS-MOI-QR-1420-C,1,1
YWCA of Bangladesh,ywcabd,1,0,1,1,0,10630,BD-NAB-051,1,BD-NAB-051,1,1
Young Women's Christian Association of Kenya,ywcakenya,1,1,2,1,1,17878,KE-NCB-218-051-9263-33,1,KE-NCB-OP.218/051/9263/33,1,1
Young Women Christian Association of South Sudan (YWCA SS),ywcass,1,0,1,1,0,17823,SS-RRC-342,1,SS-RRC-342,1,1
Commune de Zè - Bénin,ze,7,1,2,1,1,613388,BJ-IFU-6200801257400,7,BJ-IFU-5200081145006;BJ-IFU-6200801257400;BJ-IFU-6201000068802;BJ-IFU-6201000370801;BJ-IFU-6201100034408;BJ-IFU-6201101182902;BJ-IFU-6201300688700,1,null
Zimbabwe Educational Trust,zet,1,1,2,1,1,20045,GB-CHC-327519,1,GB-CHC-327519,1,1
Zimmerman Zimmerman,zimmzimm,2,0,2,2,0,15315,NL-KVK-51018586,1,NL-KVK-51018586,1,null
Zing,zing,13,0,1,1,0,13468,GB-CHC-1133342,1,GB-CHC-1133342,1,null
ZOA,zoa,111,1,2,1,1,2964788,NL-KVK-41009723,1,NL-KVK-41009723,1,1
Zambia Orphans Aid UK,zoa_uk,1,0,1,1,0,5215,GB-CHC-1145721,1,GB-CHC-1145721,1,1
Zoological Society of London,zsl,26,1,2,1,1,215427,GB-COH-RC000749,1,GB-COH-RC000749,1,1
