Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
World Benchmarking Alliance Foundation,wba,0,0,0,100,0,91,0,-,0,21,0,0,0,100,0,91,0,-,0,21
World Child Cancer UK,wccuk,100,0,0,100,0,17,0,33,0,28,100,0,0,100,0,17,0,33,0,28
World Economic Forum,worldeconomicforum,100,0,0,0,0,100,100,-,0,33,100,0,0,0,0,100,100,-,0,33
World Economic Forum Geneva,weforum_geneva,100,0,0,100,0,0,100,-,100,44,100,0,0,100,0,0,100,-,100,44
World Education Inc.,wei,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
World Federalist Movement - Institute for Global Policy,wfm-igp,0,0,0,100,0,100,0,-,100,33,0,0,0,100,0,100,0,-,100,33
World Health Organization (WHO),who,100,100,100,100,100,100,100,29,0,81,100,100,100,100,100,100,100,29,0,81
World Horse Welfare,whw2019,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
World Jewish Relief,wjr_001,33,0,0,100,0,0,100,33,0,30,33,0,0,100,0,0,100,33,0,30
World Resources Institute,wri,33,67,0,0,0,100,100,-,100,44,33,67,0,0,0,100,100,-,100,44
World University Service of Canada,wusc,0,0,0,0,0,0,100,0,0,11,0,0,0,0,0,0,100,0,0,11
World Vegetable Center,worldveg,100,0,0,100,0,17,17,100,17,39,100,0,0,100,0,17,17,100,17,39
World Vision Central African Republic,wv_cf,100,0,0,100,100,0,100,0,0,44,100,0,0,100,100,0,100,0,0,44
World Vision Democratic Republic of Congo,wv_cd,100,0,0,100,100,0,100,0,0,44,100,0,0,100,100,0,100,0,0,44
World Vision Ethiopia,wv_et_activities,100,0,0,100,100,0,100,0,0,44,100,0,0,100,100,0,100,0,0,44
World Vision Germany,wv_de,0,0,0,100,0,0,100,26,0,25,0,0,0,100,0,0,100,26,0,25
World Vision International,wvi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
World Vision Netherlands,wvnld,100,0,0,100,0,0,100,38,44,42,100,0,0,100,0,0,100,38,44,42
World Vision UK,wvuk,15,4,0,87,0,5,100,4,0,24,15,4,0,98,0,11,100,4,0,26
World Vision Zimbabwe,wvz-gec,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
World Waternet,worldwaternet,100,100,100,100,0,0,100,0,100,67,100,100,100,100,0,0,100,0,100,67
World Wide Fund for Nature - Kenya,wwf-kenya,0,0,0,100,0,0,0,100,50,28,0,0,0,100,0,0,0,100,50,28
World Wide Fund for Nature - Pakistan,wwfpakistan,0,0,0,0,0,0,100,100,0,22,0,0,0,0,0,0,100,100,0,22
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
World Wide Fund for Nature Denmark,wwfdk,0,0,0,14,0,0,14,50,0,9,0,0,0,14,0,0,14,50,0,9
World Wide Fund for Nature Zambia,wwfzambia,0,0,0,100,0,0,0,100,100,33,0,0,0,100,0,0,0,100,100,33
World Young Women's Christian Association,world_ywca,20,0,0,100,0,40,0,25,80,29,20,0,0,100,0,40,0,25,80,29
Worldwide Hospice Palliative Care Alliance,whpca,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
WSP USA Solutions Inc.,lbg,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
WWF Indonesia,wwf_id,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
WWF Paraguay,wwf-py,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
WWF Sweden,wwf-se,0,0,0,100,0,0,100,0,100,33,0,0,0,100,0,0,100,0,100,33
WWF TUNISIA,wwfna,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
WWF-BRASIL,wwfbr,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
WWF-UK,wwf-uk,0,0,0,44,0,0,0,31,0,8,0,0,0,44,0,0,0,31,0,8
WYG International B.V.,wygi,86,0,0,100,0,0,100,60,0,38,86,0,0,100,0,0,100,60,0,38
Y Care International,ycare,100,0,0,50,0,0,0,100,0,28,100,0,0,50,0,0,0,100,0,28
Yamaan Foundation for Health and Social Development,yffhsd,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
Yayasan PEKKA,pekka_21,100,100,0,100,0,0,100,0,100,56,100,100,0,100,0,0,100,0,100,56
YMCA of Liberia,libymca,0,0,0,100,0,0,0,100,100,33,0,0,0,100,0,0,0,100,100,33
Young Africa International HUB,yai-hub,0,0,0,100,0,100,100,0,100,44,0,0,0,100,0,100,100,0,100,44
Young Innovations Pvt. Ltd,yipl,33,0,0,100,0,67,67,0,100,41,33,0,0,100,0,67,67,0,100,41
Young Women Christian Association of South Sudan (YWCA SS),ywcass,100,100,0,100,0,0,100,100,100,67,100,100,0,100,0,0,100,100,100,67
Young Women's Christian Association of Kenya,ywcakenya,0,100,0,100,0,0,0,100,100,44,0,100,0,100,0,0,0,100,100,44
Youth Business International,ybi,100,100,100,0,0,100,0,100,0,56,100,100,100,100,0,100,0,100,0,67
Youth Development Labs Inc,ylabs,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Youth Net and Counselling - YONECO,yoneco1997,100,0,0,0,0,0,0,100,0,22,100,0,0,0,0,0,0,100,0,22
YWCA of Bangladesh,ywcabd,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
YWCA Palestine,ywca,100,0,0,100,0,0,0,0,100,33,100,0,0,100,0,0,0,0,100,33
Zambia Orphans Aid UK,zoa_uk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Zimbabwe Educational Trust,zet,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Zimmerman Zimmerman,zimmzimm,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Zing,zing,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
ZOA,zoa,24,58,55,100,0,9,100,29,85,51,24,58,55,100,0,9,100,29,85,51
Zoological Society of London,zsl,47,0,0,100,0,0,0,56,0,23,47,0,0,100,0,0,0,56,0,23
